file,label
54c8bb900.png,Charlock
232615359403760498171902254514234787663.png,cow
26e7ae885.png,Fat Hen
9c0c5b731.png,Loose Silky-bent
1b6a6494d.png,Loose Silky-bent
219455120290804822669302628899595226286.png,dog
647689543.png,Loose Silky-bent
cec5bf198.png,Scentless Mayweed
a5db42f7d.png,Common Chickweed
486e59179.png,Small-flowered Cranesbill
f4021df6c.png,Loose Silky-bent
2df78338c.png,Common Chickweed
0086a6340.png,Common Chickweed
406162ef9.png,Charlock
c5e419015.png,Common Chickweed
963544aa0.png,Loose Silky-bent
4a337a4a9.png,Sugar beet
e88bf0db9.png,Small-flowered Cranesbill
24dbc3b21.png,Loose Silky-bent
69d1669f8.png,Charlock
39858776a.png,Scentless Mayweed
800a8c17e.png,Fat Hen
cbba27d89.png,Charlock
b944a49ca.png,Loose Silky-bent
b30ab4659.png,Cleavers
2e86f1085.png,Fat Hen
e5368474f.png,Fat Hen
653193c1a.png,Loose Silky-bent
490c4f9c8.png,Common wheat
93d76fd5d.png,Common Chickweed
e471f1d3a.png,Charlock
203265593202860009460420706164069523935.png,cat
74fd477eb.png,Common Chickweed
1312065a5.png,Small-flowered Cranesbill
593896f83.png,Small-flowered Cranesbill
91e469b4a.png,Fat Hen
a55d26a4c.png,Small-flowered Cranesbill
276249131300663132701713329212435180433.png,cow
106969068951140273655041470296347064369.png,horse
43531701325899816531266862885776649975.png,Loose Silky-bent
b2706e2b3.png,Loose Silky-bent
11d3f68ff.png,Loose Silky-bent
c5078bac5.png,cat
78c5fba1d.png,Sugar beet
1926e82fd.png,Loose Silky-bent
98062cd87.png,Scentless Mayweed
19fdf19fb.png,Loose Silky-bent
f9f35cbd4.png,Common Chickweed
90792613204647310434032512253572752883.png,cow
8a4d3a1b1.png,Loose Silky-bent
e84464f5a.png,Cleavers
770a265f5.png,Small-flowered Cranesbill
aee6fa3df.png,Loose Silky-bent
8e4eaeec0.png,Fat Hen
fdea6b119.png,Sugar beet
64fe8beb9.png,Sugar beet
1dc7c45df.png,Loose Silky-bent
217902267119307572045944953308417248515.png,Charlock
a8c8a1db0.png,Small-flowered Cranesbill
23bc8ec4f.png,Scentless Mayweed
780defa2e.png,Small-flowered Cranesbill
37714071b.png,Common Chickweed
b98327bf4.png,Scentless Mayweed
8916793ce.png,Small-flowered Cranesbill
56a01b835.png,Small-flowered Cranesbill
659412b1a.png,Loose Silky-bent
214239112776057343946791626655568338539.png,horse
f4234cf4f.png,Loose Silky-bent
36ed4f215.png,Common Chickweed
cfd8165e9.png,Charlock
32b42c120.png,Small-flowered Cranesbill
55a852f40.png,Common Chickweed
6ba4ef411.png,Loose Silky-bent
007b3da8b.png,Sugar beet
976e4e079.png,Common Chickweed
8e3ed0a25.png,Cleavers
110611044018222634138856823020713578824.png,cat
14380194072277964234041208705738750077.png,Charlock
2f0004a7f.png,Loose Silky-bent
03566743d.png,Common Chickweed
7615e52d3.png,Scentless Mayweed
a254d71f6.png,Sugar beet
167036249800467535507023746338272377946.png,cow
6edc76e7c.png,Fat Hen
f6d250856.png,Small-flowered Cranesbill
0c4199daa.png,Loose Silky-bent
d563be369.png,Loose Silky-bent
03ef36742.png,Loose Silky-bent
c7eb96871.png,Loose Silky-bent
728eabae1.png,Charlock
06d12f6fa.png,Shepherds Purse
55fed435f.png,Charlock
a8de7c1b7.png,Loose Silky-bent
8ab8a958b.png,Loose Silky-bent
063363305.png,Small-flowered Cranesbill
1364b297a.png,Cleavers
fea3da57c.png,Scentless Mayweed
afa446484.png,Small-flowered Cranesbill
599691cd9.png,Small-flowered Cranesbill
30846890120582397950082072328896402690.png,horse
338c7e907.png,Small-flowered Cranesbill
a544fc46d.png,Small-flowered Cranesbill
a9d2eab61.png,Loose Silky-bent
59e1cea8d.png,Small-flowered Cranesbill
fe29629fb.png,Sugar beet
2ff5cb348.png,Loose Silky-bent
335273078026111927237395298180343749182.png,Common Chickweed
af45e222a.png,Scentless Mayweed
c7b07431e.png,Scentless Mayweed
171099943741832123027355289862837280713.png,cat
c5e88cd42.png,Common Chickweed
e15fce4f2.png,Scentless Mayweed
288564c76.png,Sugar beet
cb496f36e.png,Loose Silky-bent
d515398fd.png,Loose Silky-bent
07e62f903.png,Maize
0c5f6c493.png,Loose Silky-bent
b1cd2a91e.png,Cleavers
7d4cd07ad.png,Fat Hen
ede6b84b4.png,Cleavers
2f246d688.png,Small-flowered Cranesbill
60ee66ddd.png,Cleavers
00c47e980.png,Fat Hen
f351ce097.png,Loose Silky-bent
d01873fdd.png,Loose Silky-bent
277342999464856792510834293312872414793.png,cow
4e18ab737.png,Loose Silky-bent
86f08e6d1.png,Loose Silky-bent
2dd5cfba9.png,Scentless Mayweed
0ae6668fa.png,Loose Silky-bent
00d090cde.png,Loose Silky-bent
1c680883c.png,Loose Silky-bent
752101fdf.png,Loose Silky-bent
8874bba69.png,cat
35cf9fa01.png,Shepherds Purse
cb76a7766.png,Loose Silky-bent
b9062c1c8.png,Common Chickweed
8d6991365.png,Loose Silky-bent
20817c846.png,Common Chickweed
bf3924a57.png,Black-grass
a1e0a6c02.png,Cleavers
3fbf1a417.png,Loose Silky-bent
52509726095920577976850197126416349547.png,cat
63032002817935748760364485428883829421.png,cow
2406d6c99.png,Shepherds Purse
ef02b4ee7.png,Loose Silky-bent
b7a7f6390.png,Loose Silky-bent
7cabd68cc.png,Loose Silky-bent
53ceb4657.png,Charlock
162067984167559497589802256577226317703.png,dog
37297a64c.png,Fat Hen
207695716330411009239100211329772817253.png,dog
126a71ce0.png,Charlock
36211170707286219341195983444241060422.png,cow
1694a70e4.png,Cleavers
60685184629783975228902220329011389722.png,cow
177597797005870580821610305585986395357.png,dog
ef3e232ad.png,Common Chickweed
5883b423d.png,Scentless Mayweed
244591306613618370516978986964206711815.png,horse
292137704194734036030075239273219056470.png,Cleavers
337621120724960212018107073797143581345.png,cow
59b2c6f2b.png,Common Chickweed
117543511520732421976880066624886538965.png,cow
808578ed5.png,Fat Hen
6dd095129.png,Common Chickweed
856f2910a.png,Small-flowered Cranesbill
3f64c2c1b.png,Loose Silky-bent
c85ef220d.png,Scentless Mayweed
523e5505c.png,Black-grass
ab0f67743.png,Loose Silky-bent
79fba50db.png,Sugar beet
d9c50616e.png,Common Chickweed
1459e96a0.png,Fat Hen
14bb43eee.png,Loose Silky-bent
b7192c70f.png,Loose Silky-bent
304134872278207184283087089127775511200.png,cat
35ebe165c.png,Loose Silky-bent
66ab0e8d0.png,Common Chickweed
01291174f.png,Loose Silky-bent
592473c83.png,Loose Silky-bent
b4c3df835.png,Common Chickweed
578085607549996704754764695939539694.png,horse
79e5ea8fa.png,Common wheat
8f523520c.png,Common Chickweed
ab35453cb.png,Fat Hen
ba3ce6b3e.png,Scentless Mayweed
57763307770861539621564823814776214127.png,cow
c2de6020a.png,Small-flowered Cranesbill
171720249867167170640390438502627974069.png,Charlock
48d97c645.png,Small-flowered Cranesbill
34dd57ca9.png,Loose Silky-bent
592cc5b89.png,Loose Silky-bent
52961071606578367284788477208693528083.png,cow
3abb502fb.png,Loose Silky-bent
35127407563079918440916079424532296443.png,Fat Hen
6802506029821315220865816476049833091.png,Scentless Mayweed
3da774107.png,Loose Silky-bent
615d2b0a9.png,Scentless Mayweed
d5f7dd60a.png,Scentless Mayweed
270b939cf.png,Shepherds Purse
5dcad9a53.png,Black-grass
9d3cb4745.png,Loose Silky-bent
214243591387724231452959121529049275470.png,Cleavers
33317fc2a.png,Fat Hen
b29339405.png,Black-grass
c10db7ae2.png,Maize
9c777333d.png,Common Chickweed
260071317580112326382061405707000841570.png,Loose Silky-bent
7f9e9565d.png,Common Chickweed
86c309150.png,Loose Silky-bent
4c7838de4.png,Small-flowered Cranesbill
fda39e16f.png,cat
da4ed3a28.png,Charlock
a83820a2c.png,Loose Silky-bent
e4a76885b.png,Maize
