ESTU_CONSECUTIVO,PUNT_GLOBAL_PREDIC
EK202310123604,144.85
EK202310115115,132.35
EK202310247203,125.95
EK202310128939,133.45
EK202310151766,161.85
EK202310154684,144.1
EK202310147564,161.55
EK202310217040,152.4
EK202310219269,124.3
EK202310177587,137.45
EK202310172628,129.25
EK202310193264,188.45
EK202310204129,136.45
EK202310227714,140.25
EK202310174368,163.45
EK202310115514,134.5
EK202310114314,119.75
EK202320007053,154.65
EK202310196358,158.0
EK202310223590,123.1
EK202310186191,158.1
EK202310169460,169.3
EK202310206652,167.5
EK202310176776,174.95
EK202310112945,130.15
EK202310243798,139.25
EK202310173522,128.0
EK202310147691,150.25
EK202310221131,125.45
EK202310193542,126.55
EK202310110806,145.75
EK202310140872,144.15
EK202310115723,125.65
EK202310227673,141.45
EK202310104188,169.75
EK202310176128,126.15
EK202310179757,143.7
EK202310217690,129.65
EK202310114918,144.85
EK202310160022,137.05
EK202310117222,137.3
EK202310181651,157.15
EK202310202302,144.0
EK202310141935,149.55
EK202310166006,133.8
EK202310141835,161.65
EK202310113039,144.2
EK202310171526,143.95
EK202310231390,146.3
EK202310111326,131.05
EK202310104950,132.5
EK202310234139,142.25
EK202310207302,149.8
EK202310202018,129.75
EK202310205260,150.25
EK202310221441,144.7
EK202310174816,133.0
EK202310138649,143.6
EK202310208013,145.85
EK202310181493,155.95
EK202310243648,114.75
EK202310113262,156.3
EK202310171352,152.7
EK202310189555,140.6
EK202310154506,151.7
EK202310227922,131.55
EK202310243180,148.35
EK202310145403,123.2
EK202310229261,133.95
EK202310125086,134.6
EK202310188059,127.25
EK202310175935,148.9
EK202310104930,146.1
EK202310207696,145.0
EK202310176769,134.5
EK202310241580,132.2
EK202310128189,122.9
EK202310116358,131.7
EK202310203206,145.75
EK202310224617,128.05
EK202310216139,121.2
EK202310175157,135.55
EK202310148792,147.35
EK202310127748,129.8
EK202310183427,174.9
EK202310151784,128.7
EK202310202141,144.6
EK202310211204,144.2
EK202310230323,123.6
EK202310109892,135.0
EK202310187574,139.4
EK202310174395,150.8
EK202310205384,139.85
EK202310139355,127.6
EK202310161479,164.7
EK202310135561,125.85
EK202310165218,146.2
EK202310183022,163.0
EK202310125772,125.3
EK202310105325,133.35
EK202310205291,157.1
EK202310183115,135.35
EK202310142673,133.55
EK202310144959,129.85
EK202310156704,118.35
EK202310132122,128.15
EK202310174428,145.1
EK202310238510,153.65
EK202310004299,142.45
EK202310225687,148.95
EK202310152553,155.0
EK202310180231,152.45
EK202310189895,163.4
EK202310115789,131.3
EK202310107016,152.95
EK202310174702,132.35
EK202310184083,126.75
EK202310193580,154.35
EK202310217608,164.4
EK202310143791,138.95
EK202310171379,146.1
EK202310151018,153.35
EK202310167547,130.4
EK202310113875,145.25
EK202310242027,136.6
EK202310236948,146.6
EK202310241638,129.35
EK202320006399,132.55
EK202310155475,138.75
EK202310183498,137.9
EK202310175183,124.9
EK202310212112,133.2
EK202310219895,147.45
EK202310136160,179.3
EK202310237484,141.1
EK202310165481,141.0
EK202310240928,133.35
EK202310103807,126.8
EK202310138400,136.15
EK202310206371,145.75
EK202310194193,150.0
EK202310148048,155.55
EK202310215728,150.6
EK202310131760,152.25
EK202310123574,138.4
EK202310141515,138.75
EK202310237561,147.5
EK202310217955,136.0
EK202310208062,137.25
EK202310163578,138.5
EK202310116460,133.5
EK202310181932,177.3
EK202310190411,142.3
EK202310229861,139.4
EK202310246656,135.7
EK202310118260,143.75
EK202310115843,138.65
EK202310170542,157.05
EK202310189836,145.2
EK202310176951,152.7
EK202310116213,154.55
EK202310128876,130.9
EK202310210854,131.05
EK202310217897,148.35
EK202310213279,150.45
EK202310203346,146.85
EK202310111168,138.2
EK202310205607,144.85
EK202310181632,163.1
EK202310163875,150.3
EK202310106796,156.5
EK202310172056,165.7
EK202310195599,133.75
EK202310140727,155.15
EK202310208341,154.45
EK202310129380,136.05
EK202310140408,145.7
EK202310196671,172.25
EK202310164630,135.1
EK202310147505,154.0
EK202310110408,109.35
EK202310189343,173.05
EK202310232277,145.75
EK202310113134,134.05
EK202310154457,147.6
EK202310192875,141.75
EK202310116376,122.15
EK202310198131,135.15
EK202310200171,130.55
EK202310200642,155.5
EK202310123172,163.05
EK202310182386,154.15
EK202310148751,146.9
EK202310109301,130.8
EK202320007005,138.05
EK202310118442,147.55
EK202310132586,131.95
EK202310137853,140.15
EK202310175957,153.0
EK202310137878,135.85
EK202310141392,149.75
EK202310150895,126.5
EK202310234943,129.4
EK202310180019,145.85
EK202310118936,141.4
EK202310140493,135.4
EK202310175748,142.8
EK202310139140,133.55
EK202310194407,128.9
EK202310174235,128.9
EK202310171740,144.45
EK202310135496,143.05
EK202310219315,133.15
EK202310209481,161.4
EK202310142378,162.75
EK202310213131,141.3
EK202310126847,151.05
EK202310139757,139.3
EK202310166582,166.1
EK202310177776,148.5
EK202310179499,146.2
EK202310243445,125.35
EK202310176421,121.55
EK202310219058,123.4
EK202310108023,130.45
EK202310140417,173.0
EK202310130436,139.4
EK202320006321,152.05
EK202310220044,142.6
EK202310131037,127.4
EK202310248111,125.5
EK202310106861,135.15
EK202310110253,150.75
EK202310201245,148.85
EK202310138402,130.75
EK202310233866,170.35
EK202310003560,133.2
EK202310120345,129.0
EK202310201242,110.05
EK202310190427,152.6
EK202310148725,118.75
EK202320006763,138.7
EK202310196906,182.8
EK202310241763,141.15
EK202310204305,149.85
EK202310190705,139.95
EK202310107647,135.55
EK202310178205,153.35
EK202310226329,141.0
EK202310155075,147.75
EK202310161375,149.7
EK202310184194,158.35
EK202310146287,130.8
EK202310151428,182.7
EK202310169581,137.2
EK202310159986,132.7
EK202310235054,149.3
EK202310232794,152.6
EK202310237245,136.75
EK202310159951,174.7
EK202310137689,140.25
EK202310104122,129.3
EK202310237215,128.4
EK202310224167,153.35
EK202310165353,138.2
EK202310003464,124.65
EK202310146423,140.85
EK202310175125,142.4
EK202310229556,154.9
EK202310227408,134.85
EK202310243062,146.7
EK202310213464,139.5
EK202310111472,142.75
EK202310108233,133.2
EK202310223065,124.95
EK202310230558,139.2
EK202320006897,129.9
EK202310200032,140.8
EK202310187191,151.2
EK202310161900,157.2
EK202310121241,132.4
EK202310225448,131.55
EK202310227739,141.45
EK202310216508,155.15
EK202310233619,145.05
EK202310233918,136.4
EK202310202411,133.2
EK202310186765,143.75
EK202310241519,127.6
EK202310203547,144.7
EK202310186570,169.1
EK202310146153,127.35
EK202310226412,140.55
EK202310214773,152.95
EK202310141684,143.6
EK202310149333,143.4
EK202310144706,132.95
EK202310104027,146.5
EK202310109413,142.55
EK202310193755,158.4
EK202310166019,153.55
EK202310203410,167.7
EK202310211531,138.05
EK202310196157,142.5
EK202310244349,166.55
EK202310145494,129.1
EK202310212588,148.25
EK202310139780,125.4
EK202310240088,159.25
EK202310111166,141.6
EK202310188435,158.45
EK202310177633,138.2
EK202310112926,152.45
EK202310234867,131.3
EK202310185802,133.0
EK202310162594,171.6
EK202310180089,146.05
EK202310217336,130.1
EK202310192546,127.85
EK202310214169,134.05
EK202310140770,163.8
EK202310133498,143.4
EK202310118801,162.55
EK202310142404,158.35
EK202310147891,157.35
EK202310210538,133.35
EK202320007456,130.15
EK202310144587,120.05
EK202310124235,125.55
EK202310158438,141.6
EK202310215490,134.45
EK202310174451,147.85
EK202310212066,128.95
EK202310222526,130.6
EK202310188934,134.6
EK202310227893,136.25
EK202310181260,151.5
EK202310202577,140.5
EK202310120212,146.55
EK202310149119,159.5
EK202310154393,170.3
EK202310152225,126.6
EK202310105646,129.0
EK202310119351,124.75
EK202310148657,155.4
EK202310196509,148.85
EK202310194902,142.25
EK202310148288,129.95
EK202310215542,159.75
EK202310167939,154.9
EK202310167455,151.15
EK202310117792,125.35
EK202310173362,148.9
EK202310124739,174.9
EK202310175587,144.2
EK202310213185,138.25
EK202310152468,137.9
EK202310131120,154.9
EK202310124976,134.7
EK202310112499,133.15
EK202310195528,140.95
EK202310239210,128.85
EK202310142674,159.85
EK202310243104,132.4
EK202310237267,133.8
EK202310169374,136.6
EK202310234090,128.9
EK202310233816,155.15
EK202310196376,150.85
EK202310148225,143.85
EK202310228837,132.25
EK202310181830,144.25
EK202310191899,145.15
EK202310229263,132.45
EK202310141990,123.95
EK202310169654,165.15
EK202310123584,139.55
EK202310109674,134.8
EK202310106658,143.15
EK202310237324,132.3
EK202310133847,179.45
EK202310177544,126.4
EK202310123823,133.4
EK202310240866,130.75
EK202310200799,152.35
EK202310004956,127.0
EK202310109116,163.0
EK202310181159,151.15
EK202310128546,153.75
EK202310206764,138.15
EK202310203787,127.2
EK202310193227,133.45
EK202310157337,170.75
EK202310190691,159.35
EK202310126193,145.85
EK202310223219,124.9
EK202310161546,147.1
EK202310220676,144.8
EK202310142344,125.95
EK202310182666,136.75
EK202310217828,136.55
EK202310240257,132.85
EK202310125068,133.35
EK202310166358,159.5
EK202310177216,174.65
EK202310146952,141.3
EK202310199886,157.55
EK202310147741,133.85
EK202310143091,147.85
EK202310199575,145.9
EK202310187305,152.25
EK202310222496,138.0
EK202310216424,132.25
EK202310104377,128.75
EK202310227219,132.8
EK202310140922,121.85
EK202310165008,180.15
EK202310135583,137.55
EK202310171535,140.9
EK202310219272,131.8
EK202310120647,156.9
EK202310140490,132.5
EK202310173840,135.6
EK202310208109,136.65
EK202310175605,145.5
EK202310194297,136.3
EK202310116012,130.45
EK202310133738,133.4
EK202310003422,144.05
EK202310186980,151.45
EK202310157421,145.15
EK202310145922,132.55
EK202310203349,148.75
EK202310230457,164.9
EK202310230009,135.55
EK202310144393,156.45
EK202310155684,141.2
EK202310243499,153.6
EK202310148155,139.3
EK202310162141,139.2
EK202310202043,136.45
EK202310165608,136.6
EK202310193544,132.4
EK202310164222,136.3
EK202310154530,151.3
EK202310185022,137.1
EK202310167516,175.75
EK202310165006,145.1
EK202310138314,173.4
EK202310213702,132.2
EK202310223111,173.45
EK202310183009,129.65
EK202310175427,143.65
EK202310198303,128.75
EK202310142355,177.35
EK202310190847,152.6
EK202310165750,161.25
EK202310163376,146.45
EK202310146237,131.15
EK202310228171,135.9
EK202310222340,158.05
EK202310119317,129.0
EK202310209759,143.5
EK202310188992,140.7
EK202310236787,141.05
EK202310235111,141.6
EK202310192259,135.7
EK202320005738,153.7
EK202310143173,182.15
EK202310188740,155.2
EK202310106354,139.4
EK202310235348,138.1
EK202310234038,134.0
EK202310172622,153.2
EK202310172486,143.7
EK202310121194,121.95
EK202310221290,141.55
EK202310207879,134.75
EK202310114510,136.5
EK202310179068,152.05
EK202310163368,148.4
EK202310232807,144.2
EK202310120523,129.95
EK202310103969,147.9
EK202310004188,158.8
EK202310170648,158.0
EK202310139767,119.9
EK202310138473,139.15
EK202310235505,138.1
EK202310178729,127.5
EK202310246801,131.55
EK202310120603,130.45
EK202310114895,145.8
EK202310223798,137.05
EK202310128963,133.95
EK202310133013,131.7
EK202310180731,181.3
EK202310113860,128.35
EK202310201583,132.75
EK202310137449,126.85
EK202310149678,166.4
EK202310199061,150.2
EK202310206139,131.9
EK202310178048,161.35
EK202310206902,129.45
EK202310135879,156.2
EK202310118974,120.7
EK202310240661,141.95
EK202310247702,134.45
EK202310108959,143.8
EK202310139148,141.5
EK202310213608,138.25
EK202310200833,132.6
EK202310205491,158.0
EK202310151833,165.85
EK202310170507,138.35
EK202310204695,163.2
EK202310190993,154.4
EK202310181846,146.9
EK202310191614,153.85
EK202310146281,135.15
EK202310239715,140.65
EK202310224583,127.85
EK202310225752,138.1
EK202310004050,153.1
EK202310112334,132.4
EK202310178782,125.95
EK202310162090,131.6
EK202310221447,143.85
EK202310219812,152.05
EK202310161855,147.65
EK202310127861,148.1
EK202310114282,149.85
EK202310105617,136.9
EK202310209302,130.45
EK202310115118,154.8
EK202310003916,136.9
EK202310153698,148.45
EK202310229027,132.05
EK202310125705,155.6
EK202310123526,140.9
EK202310226530,141.2
EK202310136267,105.55
EK202310126875,154.0
EK202310219223,122.25
EK202310169669,152.15
EK202310136907,125.7
EK202310167168,125.05
EK202310225793,125.95
EK202310178640,152.9
EK202310130165,151.2
EK202310154261,139.55
EK202310220444,145.75
EK202310237028,150.75
EK202310165818,126.75
EK202310122598,138.45
EK202310220372,153.15
EK202310137417,139.45
EK202310143378,160.0
EK202310175009,147.45
EK202310211432,128.75
EK202310207842,138.75
EK202310180149,138.35
EK202310190554,142.25
EK202310223988,135.8
EK202310130954,129.85
EK202310116904,143.8
EK202310161528,152.35
EK202310148911,133.25
EK202310153873,139.35
EK202310144622,140.5
EK202320007179,164.0
EK202310213291,135.7
EK202310248459,132.25
EK202310129665,129.05
EK202310105584,137.05
EK202310223037,116.75
EK202310173189,133.3
EK202310174998,153.8
EK202310128550,128.6
EK202310192354,131.0
EK202310118760,123.6
EK202310131373,128.35
EK202310168865,134.0
EK202310105103,139.45
EK202310242757,128.75
EK202310164146,161.45
EK202310165707,145.05
EK202310157341,150.15
EK202310161673,166.2
EK202310203730,133.05
EK202310165334,137.35
EK202310149964,142.4
EK202310109435,124.6
EK202310105784,138.9
EK202310004512,127.0
EK202310129345,138.75
EK202310168741,139.1
EK202310225441,145.5
EK202310189863,130.5
EK202310181790,147.6
EK202310223107,143.05
EK202310117337,133.3
EK202310247125,144.35
EK202310146172,126.15
EK202310229871,143.1
EK202310167352,157.65
EK202310197659,181.65
EK202310237148,146.65
EK202310204685,139.2
EK202310241003,126.35
EK202310148969,136.5
EK202310217817,150.15
EK202310154285,147.25
EK202310241422,155.35
EK202310238083,138.65
EK202310177368,162.6
EK202310161506,158.5
EK202310159694,142.9
EK202310233873,145.95
EK202310159627,124.1
EK202310204809,141.8
EK202310221148,138.15
EK202310203840,141.55
EK202310175485,135.55
EK202310157943,147.15
EK202310166246,137.65
EK202310104784,138.8
EK202310123376,150.9
EK202310204029,147.8
EK202310185358,161.3
EK202310108669,143.15
EK202310236018,154.75
EK202310238742,138.55
EK202310111453,138.65
EK202310113005,133.85
EK202310234668,137.1
EK202310231883,132.05
EK202310170221,161.25
EK202310004896,132.85
EK202310161173,143.0
EK202310145172,149.35
EK202310173181,129.9
EK202310188825,124.25
EK202310179888,141.6
EK202310232212,131.95
EK202310162487,126.55
EK202310136794,145.5
EK202310169969,134.7
EK202310165477,132.45
EK202310177712,128.5
EK202310129186,133.8
EK202310127134,158.0
EK202310228641,127.0
EK202310195004,138.6
EK202310196656,135.4
EK202310129468,139.9
EK202320007200,142.4
EK202310153589,140.55
EK202310212764,154.35
EK202310205885,163.35
EK202310198505,119.35
EK202310222811,145.55
EK202310168127,145.85
EK202310143599,125.2
EK202310227359,143.85
EK202310135358,138.8
EK202310171217,153.1
EK202310191424,147.25
EK202310149689,164.0
EK202310195376,157.85
EK202310178299,156.8
EK202310210228,138.45
EK202310107326,139.45
EK202310152535,148.05
EK202310154473,138.35
EK202310174554,157.35
EK202310163286,128.9
EK202310111638,148.0
EK202310196108,157.0
EK202310212686,139.55
EK202310231718,139.8
EK202310137776,134.6
EK202310178405,169.45
EK202310117455,126.2
EK202310118568,141.1
EK202310222315,147.5
EK202310160822,147.15
EK202310118020,133.3
EK202310194677,164.6
EK202320006977,149.55
EK202310214502,169.55
EK202310146297,136.8
EK202320005953,139.3
EK202310200023,138.85
EK202310147399,148.55
EK202310110181,116.75
EK202310225409,166.05
EK202310107374,153.35
EK202310235775,139.35
EK202310154935,135.25
EK202310160129,143.8
EK202310136819,144.6
EK202310212339,140.5
EK202310186377,143.85
EK202310149686,151.4
EK202310137146,159.45
EK202310219413,124.1
EK202310224119,136.25
EK202310124397,130.3
EK202310118844,149.4
EK202310178888,127.8
EK202310203695,133.8
EK202310215102,136.1
EK202310116309,128.7
EK202310177340,153.3
EK202310155692,142.3
EK202310209761,127.45
EK202310192459,156.4
EK202310166094,133.5
EK202310106639,136.15
EK202310122597,134.65
EK202310176641,138.25
EK202310128106,132.9
EK202310164373,149.85
EK202310172650,143.0
EK202310161760,145.95
EK202310175173,133.6
EK202310220355,133.3
EK202310134340,132.05
EK202310200856,156.95
EK202310198775,175.5
EK202310237814,156.1
EK202310144745,131.25
EK202310116937,128.2
EK202310180183,136.95
EK202310123116,124.35
EK202310111360,143.95
EK202310218124,149.4
EK202310146929,138.85
EK202310144079,177.3
EK202310212540,164.85
EK202310206504,154.45
EK202310126991,134.65
EK202310159652,123.85
EK202310132965,139.05
EK202310203675,134.85
EK202310003467,143.8
EK202310178560,120.9
EK202310115094,136.3
EK202310127215,134.8
EK202310116379,129.6
EK202310121118,139.75
EK202310196670,131.05
EK202310159655,129.5
EK202310201991,131.05
EK202310173068,158.3
EK202310117260,139.85
EK202310130209,157.7
EK202310183122,125.0
EK202310216257,139.15
EK202310176511,148.25
EK202310187962,146.0
EK202310245277,156.4
EK202310181710,133.6
EK202310227487,141.15
EK202310210107,168.75
EK202310175757,144.35
EK202310229135,133.45
EK202310150766,128.1
EK202310164086,146.45
EK202310121488,139.7
EK202310122656,141.85
EK202310176310,150.0
EK202310207786,134.5
EK202310116196,140.35
EK202310166658,120.9
EK202320007269,145.15
EK202310240222,142.3
EK202310233074,124.6
EK202310003785,152.85
EK202310218333,135.6
EK202310199829,145.9
EK202310141201,130.55
EK202310152509,146.65
EK202310213008,142.9
EK202310234244,147.05
EK202310185496,133.45
EK202310123939,143.75
EK202310245118,147.35
EK202310126945,131.1
EK202310192940,138.25
EK202310154479,122.7
EK202310238968,133.6
EK202310220804,138.4
EK202310121547,130.1
EK202310156977,137.15
EK202310220913,120.7
EK202310153791,141.55
EK202310231371,136.4
EK202310155012,140.95
EK202310106729,103.5
EK202310121458,129.75
EK202310129298,132.45
EK202310185168,169.65
EK202310171342,169.8
EK202310182043,147.1
EK202310159692,151.05
EK202310198219,135.55
EK202310186486,149.85
EK202310194185,131.05
EK202310135060,161.7
EK202310151875,156.9
EK202310148212,132.95
EK202310158337,141.95
EK202310160093,163.0
EK202310176986,135.65
EK202310142751,168.65
EK202310186987,139.25
EK202310213398,134.15
EK202310227507,177.75
EK202310230539,131.45
EK202310233022,130.85
EK202310112067,145.1
EK202310191571,150.05
EK202310128575,144.4
EK202310116429,153.3
EK202310222260,125.95
EK202310167112,141.95
EK202310197671,136.55
EK202310133983,143.9
EK202310125081,140.5
EK202310165303,129.45
EK202310245022,140.8
EK202310168737,152.75
EK202310224066,136.15
EK202310112653,140.75
EK202310163794,120.7
EK202310177672,143.6
EK202310113138,146.3
EK202310198082,123.8
EK202310186324,136.55
EK202310245063,139.15
EK202310162008,134.85
EK202310187033,127.0
EK202310165002,136.75
EK202310179112,138.05
EK202310136261,143.9
EK202310107886,142.6
EK202310178081,153.7
EK202310107978,154.05
EK202310186291,182.55
EK202320006194,142.1
EK202310162147,130.2
EK202310145820,127.55
EK202310208270,149.1
EK202310244610,136.5
EK202310115965,133.15
EK202310173325,137.15
EK202310200487,142.95
EK202310151600,150.95
EK202310174873,129.4
EK202310154656,146.95
EK202310186158,174.75
EK202310159695,147.9
EK202310153171,150.0
EK202310116138,143.2
EK202310241920,122.95
EK202310172803,130.85
EK202310003408,133.1
EK202310113293,132.15
EK202310199063,148.95
EK202310151401,176.45
EK202310154601,138.3
EK202310111616,144.55
EK202310135809,131.35
EK202310123689,123.2
EK202310125344,128.65
EK202310204834,142.25
EK202310154600,140.55
EK202310171105,140.8
EK202310192374,154.05
EK202310137424,129.7
EK202310004414,130.2
EK202310157406,130.6
EK202310194870,149.1
EK202310184853,127.9
EK202310176587,158.0
EK202310211243,131.85
EK202310116843,146.2
EK202310167978,126.6
EK202310199028,143.85
EK202310178842,125.95
EK202310003563,160.35
EK202310113491,135.75
EK202310202425,143.7
EK202310156026,157.45
EK202310235868,124.5
EK202310129923,136.85
EK202310115347,137.35
EK202310136092,175.6
EK202310212411,130.75
EK202310198783,168.5
EK202310154295,139.0
EK202310132080,129.45
EK202310115510,128.35
EK202310186713,155.05
EK202310246486,134.6
EK202310220909,140.5
EK202310133930,150.7
EK202310230327,149.55
EK202310227578,164.05
EK202310147328,169.35
EK202310174500,141.4
EK202310121141,139.3
EK202310218136,155.55
EK202310187497,156.55
EK202310219497,140.3
EK202310158430,178.9
EK202310232072,142.45
EK202310161910,144.55
EK202310232257,130.75
EK202310109324,126.55
EK202310117586,128.75
EK202310145201,149.3
EK202310191458,155.35
EK202310163905,145.5
EK202310200681,141.05
EK202310190561,145.25
EK202310144363,134.3
EK202310196397,138.85
EK202310168831,129.3
EK202320007357,150.05
EK202310125955,147.8
EK202310210692,133.8
EK202310202677,144.75
EK202310212296,142.85
EK202310228282,133.95
EK202310198392,158.35
EK202310189017,151.85
EK202310184070,157.35
EK202320006398,151.75
EK202310221409,151.9
EK202310229971,135.65
EK202310202941,145.55
EK202310131905,132.0
EK202310112775,137.45
EK202310209245,151.75
EK202310185710,160.95
EK202310155827,138.45
EK202310158156,167.65
EK202310143080,140.7
EK202310217821,131.05
EK202310205060,133.55
EK202310152230,156.0
EK202310215647,140.4
EK202310216568,141.2
EK202310173496,138.85
EK202310132220,126.6
EK202310229606,136.55
EK202310197847,127.2
EK202310114444,135.75
EK202310212587,130.9
EK202310128678,128.9
EK202310129009,160.25
EK202310135868,136.85
EK202310004655,134.75
EK202310004666,130.15
EK202310172312,141.25
EK202310212324,129.55
EK202310234071,134.35
EK202310237714,140.5
EK202310227143,123.75
EK202310106080,143.3
EK202310115972,140.6
EK202310223416,147.85
EK202310185745,126.0
EK202310108584,146.3
EK202310244398,125.4
EK202310104476,142.95
EK202310243111,151.1
EK202310182118,146.55
EK202310231776,148.2
EK202310114793,129.35
EK202310107506,130.95
EK202310203271,140.8
EK202310206441,134.0
EK202310197006,141.45
EK202310213977,152.75
EK202310174608,161.2
EK202310126126,136.9
EK202310230545,136.45
EK202310103903,151.75
EK202310234105,167.75
EK202310165010,135.55
EK202310181940,126.4
EK202310118673,149.85
EK202310188868,176.05
EK202310170989,168.75
EK202310213961,143.6
EK202310236748,136.15
EK202310128144,139.5
EK202310131032,121.25
EK202310199927,122.65
EK202310228569,138.6
EK202310137099,154.95
EK202310216503,149.15
EK202310225348,130.45
EK202310188082,131.9
EK202310107466,158.7
EK202310119468,160.4
EK202310177435,132.55
EK202310226065,179.5
EK202310238474,134.75
EK202310178935,126.45
EK202310111288,134.7
EK202310231278,140.25
EK202310195743,173.0
EK202310177642,145.0
EK202310159731,146.15
EK202310233199,156.4
EK202310164963,137.4
EK202310108728,139.6
EK202310241516,132.1
EK202310114502,148.55
EK202310163597,148.95
EK202310194099,145.65
EK202310191390,146.75
EK202310136653,137.15
EK202310132780,150.5
EK202310192296,137.6
EK202310210820,141.2
EK202310157545,139.3
EK202310117978,137.8
EK202310128805,129.25
EK202310239206,141.7
EK202310184728,149.25
EK202310188346,149.3
EK202310115220,135.85
EK202310136091,179.65
EK202310187000,146.0
EK202310004481,132.95
EK202310142481,126.55
EK202310241665,124.0
EK202310172530,133.4
EK202310242247,145.6
EK202310201108,120.35
EK202310157151,149.0
EK202310248777,175.3
EK202310234150,132.35
EK202310245991,138.85
EK202310196183,142.95
EK202310112151,133.65
EK202310240040,160.4
EK202310122111,114.95
EK202310237646,143.9
EK202310236751,134.0
EK202310110678,127.5
EK202310175472,144.25
EK202310104032,150.3
EK202310130367,129.9
EK202310218178,156.1
EK202310190059,192.95
EK202310154040,135.05
EK202310104704,151.8
EK202310234675,137.95
EK202320007076,138.7
EK202310117416,135.7
EK202310106592,136.5
EK202310218855,151.4
EK202310112951,129.2
EK202310198510,147.55
EK202310170591,141.85
EK202310171607,149.7
EK202310188047,153.25
EK202310106176,137.95
EK202310139729,152.7
EK202310188177,175.65
EK202310216551,143.85
EK202310190746,153.7
EK202310198445,158.8
EK202310167557,137.85
EK202310232345,137.15
EK202310205089,158.95
EK202310200704,147.65
EK202310168328,152.15
EK202310117660,133.55
EK202310241204,157.35
EK202310219555,142.45
EK202310108822,134.75
EK202310178261,153.65
EK202310170803,134.4
EK202310180578,132.5
EK202310183233,165.95
EK202310214067,169.1
EK202310177910,141.05
EK202310184628,182.85
EK202310236640,134.45
EK202310189443,173.65
EK202310219770,124.6
EK202310188035,157.6
EK202310110194,155.8
EK202310244334,141.7
EK202310196346,151.2
EK202310239240,135.75
EK202310190697,140.15
EK202310183845,161.7
EK202310173568,161.25
EK202310122648,134.2
EK202310138573,153.6
EK202310107238,141.95
EK202310123716,135.1
EK202310222719,137.25
EK202310119574,137.7
EK202310106379,140.45
EK202310179487,156.55
EK202310204316,152.6
EK202310112072,137.35
EK202310103891,153.45
EK202310121527,150.8
EK202310147901,161.85
EK202310129747,163.95
EK202310216313,126.5
EK202310138904,161.8
EK202310148441,144.1
EK202310153870,130.75
EK202310108732,148.75
EK202310180949,160.15
EK202310108710,126.15
EK202310198670,127.15
EK202310150197,165.0
EK202310213492,132.35
EK202310136448,128.2
EK202310131230,152.15
EK202310231399,140.1
EK202310121599,162.55
EK202310179738,158.95
EK202310167476,162.55
EK202310131623,144.35
EK202310140730,153.35
EK202310144389,159.25
EK202310245102,140.65
EK202310132691,132.9
EK202310106449,141.3
EK202310167353,128.1
EK202310236989,136.75
EK202310111119,148.55
EK202310186689,174.7
EK202310209031,156.7
EK202310139037,162.7
EK202310158574,145.1
EK202310235776,139.5
EK202310149594,149.1
EK202310106989,142.6
EK202310207828,145.4
EK202310129283,143.65
EK202310103761,143.5
EK202310117820,127.2
EK202310170386,138.55
EK202310200918,155.6
EK202310104618,126.7
EK202310211311,136.35
EK202310217151,157.6
EK202310197688,164.4
EK202310141161,132.6
EK202310200723,154.55
EK202310192613,130.35
EK202310231385,147.15
EK202310161421,128.5
EK202310185090,151.25
EK202310118323,138.4
EK202310179435,143.4
EK202310246748,178.5
EK202310203308,130.15
EK202310166549,145.95
EK202310231043,140.2
EK202310144171,131.8
EK202310171076,156.85
EK202310234671,142.0
EK202310178258,157.1
EK202310123111,132.25
EK202310105273,141.75
EK202310232779,126.9
EK202310245923,132.45
EK202310232934,124.55
EK202310206444,143.6
EK202310199292,159.5
EK202310172407,152.35
EK202310110982,135.2
EK202310136670,140.3
EK202310196416,163.5
EK202310147370,147.2
EK202310203187,132.3
EK202310127574,138.45
EK202310223109,148.1
EK202310210815,130.5
EK202310132728,158.55
EK202310195728,166.2
EK202310162562,144.2
EK202310122166,138.05
EK202310133502,138.6
EK202310176748,127.4
EK202310149681,165.4
EK202310133367,152.15
EK202310233308,138.0
EK202310111956,144.0
EK202310213087,123.0
EK202310163861,129.9
EK202310183017,136.15
EK202310148049,145.0
EK202310159587,127.65
EK202310120104,133.25
EK202310173791,131.6
EK202310120609,133.15
EK202310120220,156.15
EK202310164643,146.45
EK202310242480,131.8
EK202310237393,134.05
EK202310110258,137.55
EK202310203310,140.2
EK202310244388,137.0
EK202310142420,163.05
EK202310127247,156.65
EK202310245410,129.0
EK202310198231,154.4
EK202310224714,133.0
EK202310112152,139.35
EK202310219634,144.4
EK202310120507,140.75
EK202310121024,147.55
EK202310162609,163.4
EK202310198139,136.85
EK202310115733,130.4
EK202310197648,187.35
EK202310152061,159.55
EK202310246184,139.75
EK202310175646,151.25
EK202310195357,184.65
EK202310180995,158.2
EK202320007602,142.5
EK202310125780,133.15
EK202310141209,132.2
EK202310241145,150.7
EK202310214473,175.3
EK202310104412,136.0
EK202310145300,150.35
EK202310178546,117.95
EK202310222192,131.65
EK202310003791,123.45
EK202310164084,153.15
EK202310247625,135.15
EK202310179777,139.2
EK202310204086,137.6
EK202310199051,150.85
EK202310199503,135.85
EK202310124201,124.7
EK202310111462,127.95
EK202310149507,145.3
EK202310149626,147.6
EK202310196221,140.9
EK202310241259,165.25
EK202310110599,129.9
EK202310234816,152.4
EK202310179926,149.4
EK202310158821,148.0
EK202310203000,130.55
EK202310162317,137.75
EK202310125499,137.9
EK202310171521,149.9
